sun_strength temperature ground_dryness
- - -
0.7992133184854924 0.8008753715201985 0.5535658369385367
0.5350202661546026 0.4273317950346499 0.31171695460045934
0.3653489119008497 0.2171407562598871 0.28760357258269864
0.3110315608455117 0.4543072800918946 0.603262174986226
0.5893135279797699 0.5778490102176425 0.7853157515296978
0.5202365562740843 0.4910652379851776 0.365577624579935
0.3207056171009728 0.30733814223396183 0.3009932867780135
0.5868999358470204 0.5086940864060281 0.46653545884483105
0.3418555465363527 0.4849070510646176 0.5993994257247731
0.17867055843319246 0.3093912472922667 0.3082024805135524
0.47674433849933817 0.43811207390336904 0.2729749428896666
0.442918951014731 0.4465913742754286 0.5977919914195905
0.5746970218735444 0.4445936313927182 0.36294098363880994
0.4019926180456031 0.38963987849136694 0.5243712929862325
0.4705307706314349 0.5098008871429912 0.6615671452530418
0.17977138653874086 0.27794979334648134 0.4679223595714077
0.4459618654402436 0.49130387037599094 0.7221289669378473
0.16712829988235967 0.32846917707109796 0.40639921744102286
0.21673333204501458 0.14429867732047497 0.25284624190259297
0.23022384183943273 0.44262853234935756 0.666492528406298
0.6609722414815314 0.6555449951251061 0.7060948103195932
0.08541527179340798 0.33880795335449126 0.5954846276836369
0.5235946603025898 0.48654339388023066 0.5145122229241879
0.6327921145471403 0.5237266176160218 0.3315173073034767
0.19825747964682908 0.24780007257669406 0.3207310303942986
0.4870719328152661 0.6266219321407548 0.6195673305792273
0.5215503933318977 0.6106605289750967 0.5703731094859071
0.30006224652592445 0.32900352276745837 0.5020935582031169
0.43147788463824027 0.42536258443081676 0.5693101127610238
0.48448157752034476 0.5548594804583283 0.6209994083695686
0.42650976459824347 0.6061010284426845 0.4922681155019192
0.5225317976004116 0.6155657566774028 0.8485374106827464
0.0 0.0008978933364706557 0.34529139241754764
0.7924314119381997 0.6307890372051579 0.3622533110493187
0.2015117495553999 0.42672847334508535 0.42686746146254856
0.7275128880769045 0.6451579988113361 0.42699772994419005
0.6452459580267169 0.6097840820129484 0.6686224203188933
0.47958017066597064 0.5356038677267725 0.9030562644384629
0.6202533796408377 0.5157814232653455 0.534124375468283
0.48489953020740323 0.4514742326294555 0.395959812625284
0.7856658670545463 0.6962093362422795 0.7336801568014176
0.059431607722023265 0.0 0.1578519269034172
0.40415009827253623 0.3817837864137608 0.6400137412241232
1.0 1.0 1.0
0.3770073487012076 0.358786192644929 0.40111416506407
0.6191536110301795 0.5608324609907983 0.8068908145841615
0.21069383553812882 0.20133344372685383 0.47033013467817486
0.6267784855096645 0.6193580658778889 0.8579309965307675
0.45496072998912856 0.53969845377365 0.4688596804088579
0.28817727731663983 0.39279730496828497 0.44387485085405615
0.4382939078391642 0.5980982359716425 0.7145442298827155
0.11652953633874849 0.39283170968879183 0.5740905254016107
0.21515564193499342 0.45453089762619076 0.5710643646628026
0.2991764804923197 0.399535897963516 0.3078893293285483
0.2767191561027849 0.30670141781611593 0.2971567336571736
0.5523170544574831 0.364912963766278 0.41370019589171725
0.2711097888523243 0.24561074242868625 0.4891157317136035
0.7694716346236696 0.7045272924093113 0.8282990215712206
0.23302330540749824 0.21122160447880248 0.37543350504874956
0.5526553565811905 0.5194412200128092 0.5458051463901489
0.7773076489459605 0.7001477719494928 0.693211564383455
0.5412836588428852 0.49066584670253527 0.7301488336423099
0.7798049708218423 0.6727044754789951 0.6222508887675847
0.738372413881797 0.6124913747632303 0.7817464121297912
0.7374420012510712 0.6139851102852396 0.5281401395202998
0.41734959068349686 0.5171318565674176 0.6424807219009242
0.3981726311889809 0.42750923468503776 0.2657484368629418
0.8693866253386786 0.6825027828698355 0.5153696806810941
0.6476871743662443 0.43709198194005755 0.6148675756502358
0.13957174085971474 0.33178092606954596 0.6597512762206782
0.4430929507302087 0.6836339580254636 0.7884215194112777
0.35436811891896147 0.562792588867968 0.7326305667422084
0.1060151850029386 0.11403506799222216 0.1323606817245863
0.3676958584084737 0.562054524663346 0.5433579002869684
0.6464929439654773 0.5466493530437972 0.6281854205584535
0.3859885483679243 0.4194555778176057 0.31999941648350716
0.7812741420774836 0.5198579041625471 0.5233992610241786
0.2785289152677843 0.2758738249719141 0.40890594057878277
0.1602205466627434 0.031086097646240787 0.0
0.399692620106295 0.37046261105494976 0.7133037560939984
0.18875685916363752 0.49800153538292014 0.6557208546785596
0.29616760676035436 0.45283580994902684 0.6523225863311386
0.5897909932768182 0.6348516138756545 0.6103515274174034
0.47870900661655547 0.5280077336886558 0.12485695635932448
0.4317718813822204 0.33443143323211294 0.5055969749677283
0.4233893371313554 0.5121473055667735 0.4285035575018792
0.6890323481211423 0.6217177229350382 0.4978140801731654
0.5387930326545609 0.48439885017898715 0.5812176117785727
0.26289988486587024 0.2517713002267032 0.08925822416812046
0.2831578386869661 0.2507567594957731 0.4437401622524326
0.5156923524731474 0.4991194812313962 0.6016090419426015
0.1750542822938638 0.34225439982254124 0.4245617339662941
0.5440317062982208 0.41348699348428697 0.6665802945059077
0.8645105244511164 0.6767114470590703 0.8940642397805253
0.457398810232668 0.46028065618531167 0.5268675266727759
0.582719370416032 0.46977745221321654 0.7194866296091988
0.6495665587822236 0.5119565846714139 0.6747750848561632
0.2734922029424791 0.27154409642107247 0.3429011927881004
0.3362018812667061 0.2631133730006308 0.49664391693692717
0.4138525441585448 0.43451652369895793 0.3301297622551831
